grantCode,iso3,geography,geoLevel,status,currency,signedUsd,committedUsd,disbursedUsd,periodStart,periodEnd,sourceUrl,retrievedDate
MMR-M-UNOPS,MMR,Myanmar,Country,Administratively Closed,USD,87811349,87811349,87811349,2011-01-01,2017-12-31,https://data.theglobalfund.org/grant/MMR-M-UNOPS,2026-08-22
MOZ-202-G03-M-00,MOZ,Mozambique,Country,Administratively Closed,USD,26502694.58,26502694.58,26502694.58,2005-01-01,2010-06-30,https://data.theglobalfund.org/grant/MOZ-202-G03-M-00,2026-08-22
MOZ-607-G06-M,MOZ,Mozambique,Country,Administratively Closed,USD,30669410.1,30669410.1,30669410.1,2007-07-01,2012-06-30,https://data.theglobalfund.org/grant/MOZ-607-G06-M,2026-08-22
MOZ-911-G11-M,MOZ,Mozambique,Country,Administratively Closed,USD,53720691.4,53720691.4,53720691.4,2011-07-01,2016-06-30,https://data.theglobalfund.org/grant/MOZ-911-G11-M,2026-08-22
MOZ-911-G12-M,MOZ,Mozambique,Country,Administratively Closed,USD,37536783.88,37536783.88,37536783.88,2011-07-01,2016-06-30,https://data.theglobalfund.org/grant/MOZ-911-G12-M,2026-08-22
MOZ-M-MOH,MOZ,Mozambique,Country,Active,USD,486719531.24,480520903.16,465226856.37,2015-07-01,2026-12-31,https://data.theglobalfund.org/grant/MOZ-M-MOH,2026-08-22
MOZ-M-WV,MOZ,Mozambique,Country,Active,USD,204106489.73,199879387.98,190273504.98,2015-07-01,2026-12-31,https://data.theglobalfund.org/grant/MOZ-M-WV,2026-08-22
MRT-202-G02-M-00,MRT,Mauritania,Country,Administratively Closed,USD,1319463.86,1319463.86,1319463.86,2004-04-01,2009-03-31,https://data.theglobalfund.org/grant/MRT-202-G02-M-00,2026-08-22
MRT-607-G04-M,MRT,Mauritania,Country,Administratively Closed,USD,2425048.33,2425048.33,2425048.33,2007-12-01,2010-11-30,https://data.theglobalfund.org/grant/MRT-607-G04-M,2026-08-22
MRT-M-SENLS,MRT,Mauritania,Country,In Closure,USD,11386177.41,11386177.41,11386177.41,2016-07-01,2019-06-30,https://data.theglobalfund.org/grant/MRT-M-SENLS,2026-08-22
MWI-202-G02-M-00,MWI,Malawi,Country,Administratively Closed,USD,17957714,17957714,17957714,2006-02-01,2008-01-31,https://data.theglobalfund.org/grant/MWI-202-G02-M-00,2026-08-22
MWI-M-MOH,MWI,Malawi,Country,Active,USD,344876009.6,316584678.22,308971067.99,2016-01-01,2027-06-30,https://data.theglobalfund.org/grant/MWI-M-MOH,2026-08-22
MWI-M-WVM,MWI,Malawi,Country,In Closure,USD,78354155.82,78354155.82,78354155.82,2016-01-01,2024-06-30,https://data.theglobalfund.org/grant/MWI-M-WVM,2026-08-22
NAM-M-MOH,NAM,Namibia,Country,Administratively Closed,USD,2538847.24,2538847.24,2538847.24,2017-11-16,2020-12-31,https://data.theglobalfund.org/grant/NAM-M-MOH,2026-08-22
NEP-M-EDCD,NPL,Nepal,Country,Administratively Closed,USD,3089843.02,3089843.02,3089843.02,2011-01-16,2015-07-15,https://data.theglobalfund.org/grant/NEP-M-EDCD,2026-08-22
NEP-M-PSI,NPL,Nepal,Country,Administratively Closed,USD,10208520,10208520,10208520,2011-01-16,2014-09-30,https://data.theglobalfund.org/grant/NEP-M-PSI,2026-08-22
NER-304-G02-M,NER,Niger,Country,Administratively Closed,USD,4317190.43,4317190.43,4317190.43,2004-09-01,2006-09-30,https://data.theglobalfund.org/grant/NER-304-G02-M,2026-08-22
NER-306-G06-M,NER,Niger,Country,Administratively Closed,USD,1288631.14,1288631.14,1288631.14,2006-12-01,2007-11-30,https://data.theglobalfund.org/grant/NER-306-G06-M,2026-08-22
NER-405-G03-M,NER,Niger,Country,Administratively Closed,USD,11189739,11189739,11189739,2005-07-01,2007-06-30,https://data.theglobalfund.org/grant/NER-405-G03-M,2026-08-22
NER-M-CRS,NER,Niger,Country,Active,USD,370141430.21,361200670.5,354455530.71,2016-05-01,2026-12-31,https://data.theglobalfund.org/grant/NER-M-CRS,2026-08-22
NGA-202-G04-M-00,NGA,Nigeria,Country,Administratively Closed,USD,20241784,20241784,20241784,2004-12-01,2007-05-31,https://data.theglobalfund.org/grant/NGA-202-G04-M-00,2026-08-22
NGA-404-G05-M,NGA,Nigeria,Country,Administratively Closed,USD,38481706.64,38481706.64,38481706.64,2005-01-01,2010-06-30,https://data.theglobalfund.org/grant/NGA-404-G05-M,2026-08-22
NGA-407-G10-M,NGA,Nigeria,Country,Administratively Closed,USD,24709309.84,24709309.84,24709309.84,2008-01-01,2010-06-30,https://data.theglobalfund.org/grant/NGA-407-G10-M,2026-08-22
NGA-809-G11-M,NGA,Nigeria,Country,Administratively Closed,USD,198771571.21,198771571.21,198771571.21,2009-08-01,2015-01-31,https://data.theglobalfund.org/grant/NGA-809-G11-M,2026-08-22
NGA-809-G13-M,NGA,Nigeria,Country,Administratively Closed,USD,84964120.64,84964120.64,84964120.64,2009-11-01,2011-12-31,https://data.theglobalfund.org/grant/NGA-809-G13-M,2026-08-22
NGA-809-G14-M,NGA,Nigeria,Country,Administratively Closed,USD,270779194.11,270779194.11,270779194.11,2009-11-01,2015-01-31,https://data.theglobalfund.org/grant/NGA-809-G14-M,2026-08-22
NGA-M-CRS,NGA,Nigeria,Country,Active,USD,890495296.59,886202449.41,847730395.44,2017-01-01,2026-12-31,https://data.theglobalfund.org/grant/NGA-M-CRS,2026-08-22
NGA-M-NMEP,NGA,Nigeria,Country,Active,USD,396880081.03,395550708.1,381980164.72,2015-02-01,2026-12-31,https://data.theglobalfund.org/grant/NGA-M-NMEP,2026-08-22
NGA-M-SFH,NGA,Nigeria,Country,Administratively Closed,USD,38935754.74,38935754.74,38935754.74,2015-02-01,2016-12-31,https://data.theglobalfund.org/grant/NGA-M-SFH,2026-08-22
NGR-506-G04-M,NER,Niger,Country,Administratively Closed,USD,7849546.59,7849546.59,7849546.59,2006-07-01,2011-06-30,https://data.theglobalfund.org/grant/NGR-506-G04-M,2026-08-22
NGR-708-G07-M,NER,Niger,Country,Administratively Closed,USD,76593968.81,76593968.81,76593968.81,2008-07-01,2016-04-30,https://data.theglobalfund.org/grant/NGR-708-G07-M,2026-08-22
NIC-202-G01-M-00,NIC,Nicaragua,Country,Administratively Closed,USD,5576087.38,5576087.38,5576087.38,2004-03-01,2009-02-28,https://data.theglobalfund.org/grant/NIC-202-G01-M-00,2026-08-22
NIC-708-G04-M,NIC,Nicaragua,Country,Administratively Closed,USD,4115931,4115931,4115931,2009-04-01,2012-12-31,https://data.theglobalfund.org/grant/NIC-708-G04-M,2026-08-22
NIC-910-G07-M,NIC,Nicaragua,Country,Administratively Closed,USD,3384154,3384154,3384154,2010-10-01,2012-12-31,https://data.theglobalfund.org/grant/NIC-910-G07-M,2026-08-22
NIC-M-REDNICA,NIC,Nicaragua,Country,Active,USD,36855493.32,34805589.56,33654772.74,2013-01-01,2027-12-31,https://data.theglobalfund.org/grant/NIC-M-REDNICA,2026-08-22
